hotel,is_canceled,lead_time,arrival_month_year,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
Resort Hotel,0,23,Sep-15,2015,September,36,4,2,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,120,0,2,Check-Out,10/9/2015
Resort Hotel,0,67,Sep-15,2015,September,36,4,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,40,NULL,0,Transient,97.5,0,0,Check-Out,11/9/2015
Resort Hotel,1,30,Sep-15,2015,September,36,5,0,1,2,0,0,FB,PRT,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,149,NULL,0,Transient,143.5,0,0,Canceled,28-08-2015
Resort Hotel,1,15,Sep-15,2015,September,36,5,1,1,1,2,0,BB,PRT,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240,NULL,0,Transient,163,0,0,Canceled,21-08-2015
Resort Hotel,0,68,Sep-15,2015,September,36,5,2,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient,123,0,2,Check-Out,11/9/2015
Resort Hotel,0,47,Sep-15,2015,September,36,5,2,4,2,0,0,FB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,NULL,NULL,0,Transient,171,0,1,Check-Out,11/9/2015
Resort Hotel,0,47,Sep-15,2015,September,36,5,2,4,2,0,0,FB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,NULL,NULL,0,Transient,171,0,2,Check-Out,11/9/2015
Resort Hotel,1,74,Sep-15,2015,September,36,5,2,4,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,143,0,0,Canceled,29-06-2015
Resort Hotel,1,333,Sep-15,2015,September,36,5,2,5,26,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,96,NULL,0,Group,0,0,0,Canceled,2/1/2015
Resort Hotel,0,26,Sep-15,2015,September,36,5,2,5,2,0,0,BB,GBR,Direct,Direct,0,0,0,F,F,0,No Deposit,250,NULL,0,Transient,156,0,0,Check-Out,12/9/2015
Resort Hotel,0,25,Sep-15,2015,September,36,5,1,1,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,E,F,0,No Deposit,240,NULL,0,Transient,139.5,1,1,Check-Out,7/9/2015
Resort Hotel,0,71,Sep-15,2015,September,36,5,2,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,113,0,0,Check-Out,9/9/2015
Resort Hotel,1,314,Sep-15,2015,September,36,5,2,5,2,1,0,HB,PRT,Direct,TA/TO,0,0,0,E,E,1,No Deposit,240,NULL,0,Transient,154.14,0,0,Canceled,2/1/2015
Resort Hotel,0,54,Sep-15,2015,September,36,5,2,5,2,0,0,BB,CN,Direct,Direct,0,0,0,A,A,0,No Deposit,250,NULL,0,Transient,98,0,2,Check-Out,12/9/2015
Resort Hotel,1,74,Sep-15,2015,September,36,5,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,113,0,0,Canceled,26-06-2015
Resort Hotel,0,74,Sep-15,2015,September,36,5,2,5,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,40,NULL,0,Transient,107.5,0,0,Check-Out,12/9/2015
Resort Hotel,0,26,Sep-15,2015,September,36,5,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,C,C,0,No Deposit,142,NULL,0,Contract,124.8,0,0,Check-Out,12/9/2015
Resort Hotel,1,94,Sep-15,2015,September,36,5,2,5,2,0,0,BB,PRT,Direct,Direct,0,0,0,G,G,0,No Deposit,NULL,NULL,0,Transient,153,0,0,No-Show,5/9/2015
Resort Hotel,1,54,Sep-15,2015,September,36,5,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240,NULL,0,Transient,131,0,2,Canceled,14-07-2015
Resort Hotel,0,52,Sep-15,2015,September,36,5,2,5,2,0,0,FB,ESP,Offline TA/TO,TA/TO,0,0,0,A,B,1,No Deposit,149,NULL,0,Transient,111.5,1,0,Check-Out,12/9/2015
Resort Hotel,0,47,Sep-15,2015,September,36,5,2,5,2,0,0,BB,GBR,Direct,Direct,0,0,0,A,A,0,No Deposit,250,NULL,0,Transient,98,0,1,Check-Out,12/9/2015
Resort Hotel,1,74,Sep-15,2015,September,36,5,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient,123,0,0,Canceled,13-07-2015
Resort Hotel,1,1,Sep-15,2015,September,36,5,2,6,2,2,0,BB,PRT,Direct,Direct,0,0,0,G,G,0,No Deposit,250,NULL,0,Transient,153,0,0,Canceled,4/9/2015
Resort Hotel,1,50,Sep-15,2015,September,36,5,2,6,2,0,0,BB,PRT,Direct,Direct,0,0,0,C,C,0,No Deposit,250,NULL,0,Transient,123,0,0,Canceled,4/9/2015
Resort Hotel,1,155,Sep-15,2015,September,36,5,3,6,2,2,0,HB,PRT,Online TA,TA/TO,0,0,0,G,G,1,No Deposit,240,NULL,0,Transient,197,0,2,Canceled,7/4/2015
Resort Hotel,1,323,Sep-15,2015,September,36,5,4,6,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,175,NULL,0,Transient-Party,97.5,0,1,Canceled,1/5/2015
Resort Hotel,1,323,Sep-15,2015,September,36,5,4,6,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,175,NULL,0,Transient-Party,97.5,0,1,Canceled,1/5/2015
Resort Hotel,0,340,Sep-15,2015,September,36,5,4,6,2,0,0,BB,SWE,Offline TA/TO,TA/TO,0,0,0,E,E,2,No Deposit,96,NULL,0,Transient,87.75,0,2,Check-Out,15-09-2015
Resort Hotel,0,103,Sep-15,2015,September,36,5,4,10,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,241,NULL,0,Transient,83.7,1,1,Check-Out,19-09-2015
Resort Hotel,0,356,Sep-15,2015,September,36,5,4,10,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,2,NULL,0,Contract,91.77,0,0,Check-Out,19-09-2015
Resort Hotel,0,5,Sep-15,2015,September,37,6,0,0,1,2,0,BB,PRT,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240,NULL,0,Transient,0,0,0,Check-Out,6/9/2015
Resort Hotel,0,40,Sep-15,2015,September,37,6,2,0,2,0,0,HB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,250,NULL,0,Transient,128,0,1,Check-Out,8/9/2015
Resort Hotel,1,116,Sep-15,2015,September,37,6,2,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,98,0,3,Canceled,13-05-2015
Resort Hotel,0,74,Sep-15,2015,September,37,6,2,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,241,NULL,0,Transient,71.69,0,1,Check-Out,9/9/2015
Resort Hotel,0,25,Sep-15,2015,September,37,6,2,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,114.5,0,1,Check-Out,10/9/2015
Resort Hotel,1,32,Sep-15,2015,September,37,6,1,0,2,0,0,HB,PRT,Offline TA/TO,Direct,0,0,0,A,A,1,No Deposit,NULL,NULL,0,Transient,149,0,0,Canceled,6/8/2015
Resort Hotel,1,12,Sep-15,2015,September,37,6,1,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,242,NULL,0,Transient,123,0,1,Canceled,25-08-2015
Resort Hotel,1,26,Sep-15,2015,September,37,6,2,3,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,250,NULL,0,Transient,117.8,0,1,Canceled,31-08-2015
Resort Hotel,1,73,Sep-15,2015,September,37,6,2,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,98,0,1,Canceled,29-06-2015
Resort Hotel,1,26,Sep-15,2015,September,37,6,2,3,2,0,1,BB,PRT,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,242,NULL,0,Transient,198,0,2,Canceled,11/8/2015
Resort Hotel,1,27,Sep-15,2015,September,37,6,2,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,C,C,0,No Deposit,142,NULL,0,Contract,124.8,0,0,Canceled,18-08-2015
Resort Hotel,0,110,Sep-15,2015,September,37,6,2,3,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,98,1,0,Check-Out,11/9/2015
Resort Hotel,1,75,Sep-15,2015,September,37,6,2,3,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,89,0,0,Canceled,31-07-2015
Resort Hotel,0,61,Sep-15,2015,September,37,6,2,4,2,0,0,BB,ESP,Direct,Direct,0,0,0,A,A,0,No Deposit,250,NULL,0,Transient,128,0,0,Check-Out,12/9/2015
Resort Hotel,1,60,Sep-15,2015,September,37,6,2,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,146,0,0,Canceled,24-08-2015
Resort Hotel,1,61,Sep-15,2015,September,37,6,2,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,131,0,3,Canceled,25-08-2015
Resort Hotel,0,57,Sep-15,2015,September,37,6,2,4,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,250,NULL,0,Transient,98,0,0,Check-Out,12/9/2015
Resort Hotel,0,61,Sep-15,2015,September,37,6,2,4,3,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240,NULL,0,Transient,161,0,3,Check-Out,12/9/2015
Resort Hotel,0,47,Sep-15,2015,September,37,6,2,4,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,8,NULL,0,Contract,79.5,0,0,Check-Out,12/9/2015
Resort Hotel,0,30,Sep-15,2015,September,37,6,2,5,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,E,0,No Deposit,240,NULL,0,Transient,126.29,1,2,Check-Out,13-09-2015
Resort Hotel,0,59,Sep-15,2015,September,37,6,2,5,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,1,No Deposit,243,NULL,0,Transient,105.5,0,0,Check-Out,13-09-2015
Resort Hotel,0,78,Sep-15,2015,September,37,6,2,5,3,0,0,HB,PRT,Direct,Direct,0,0,0,H,H,0,No Deposit,250,NULL,0,Transient,208.14,1,1,Check-Out,13-09-2015
Resort Hotel,1,142,Sep-15,2015,September,37,6,2,5,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,NULL,NULL,0,Transient,103.85,0,1,Canceled,23-05-2015
Resort Hotel,0,94,Sep-15,2015,September,37,6,2,5,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,96,NULL,0,Transient,79.5,0,0,Check-Out,13-09-2015
Resort Hotel,0,69,Sep-15,2015,September,37,6,2,5,2,0,1,BB,PRT,Online TA,TA/TO,0,0,0,D,G,1,No Deposit,240,NULL,0,Transient,113,1,3,Check-Out,13-09-2015
Resort Hotel,0,78,Sep-15,2015,September,37,6,2,5,2,0,0,HB,PRT,Direct,Direct,0,0,0,F,F,0,No Deposit,250,NULL,0,Transient,163,1,0,Check-Out,13-09-2015
Resort Hotel,0,115,Sep-15,2015,September,37,6,2,5,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,40,NULL,0,Contract,107.5,0,0,Check-Out,13-09-2015
Resort Hotel,0,128,Sep-15,2015,September,37,6,2,5,2,0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,95,NULL,0,Transient,97.5,0,0,Check-Out,13-09-2015
Resort Hotel,1,90,Sep-15,2015,September,37,6,3,5,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,250,NULL,0,Transient,113,0,1,Canceled,1/8/2015
Resort Hotel,0,328,Sep-15,2015,September,37,6,4,6,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,171,NULL,0,Transient,66.15,0,1,Check-Out,16-09-2015
Resort Hotel,1,136,Sep-15,2015,September,37,6,2,5,1,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,142,NULL,0,Contract,99.8,0,0,Canceled,5/6/2015
Resort Hotel,0,143,Sep-15,2015,September,37,6,4,6,2,0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,142,NULL,0,Contract,111.96,0,0,Check-Out,16-09-2015
Resort Hotel,0,90,Sep-15,2015,September,37,6,4,7,2,2,0,BB,IRL,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,NULL,0,Transient,139.18,0,0,Check-Out,17-09-2015
Resort Hotel,0,144,Sep-15,2015,September,37,6,4,10,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,83.15,0,1,Check-Out,20-09-2015
Resort Hotel,1,336,Sep-15,2015,September,37,7,1,2,50,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,NULL,NULL,0,Group,0,0,0,Canceled,18-01-2015
Resort Hotel,0,90,Sep-15,2015,September,37,7,1,3,2,0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,175,NULL,0,Transient,77.6,0,0,Check-Out,11/9/2015
Resort Hotel,0,35,Sep-15,2015,September,37,7,1,3,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,240,NULL,0,Transient,144.9,0,2,Check-Out,11/9/2015
Resort Hotel,0,4,Sep-15,2015,September,37,7,1,4,2,0,0,HB,PRT,Direct,Direct,0,0,0,A,C,1,No Deposit,250,NULL,0,Transient,161,0,0,Check-Out,12/9/2015
Resort Hotel,1,55,Sep-15,2015,September,37,7,1,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,242,NULL,0,Transient,131,0,1,Canceled,21-07-2015
Resort Hotel,0,0,Sep-15,2015,September,37,7,1,4,2,0,0,BB,PRT,Direct,Direct,0,0,0,E,E,3,No Deposit,NULL,NULL,0,Transient,131,0,0,Check-Out,12/9/2015
Resort Hotel,0,2,Sep-15,2015,September,37,7,1,4,2,0,1,HB,PRT,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,240,NULL,0,Transient,188,0,2,Check-Out,12/9/2015
Resort Hotel,0,112,Sep-15,2015,September,37,7,1,5,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,147,NULL,0,Transient,64.29,0,0,Check-Out,13-09-2015
Resort Hotel,1,105,Sep-15,2015,September,37,7,1,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,98,0,0,Canceled,5/9/2015
Resort Hotel,1,109,Sep-15,2015,September,37,7,1,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient,123,0,0,Canceled,5/6/2015
Resort Hotel,1,40,Sep-15,2015,September,37,7,2,5,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,117.29,0,2,Canceled,4/8/2015
Resort Hotel,1,75,Sep-15,2015,September,37,7,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,98,0,2,Canceled,27-08-2015
Resort Hotel,0,30,Sep-15,2015,September,37,7,13,33,2,0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,I,17,No Deposit,240,NULL,0,Transient,0,0,1,Check-Out,23-10-2015
Resort Hotel,1,144,Sep-15,2015,September,37,7,3,7,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,75.96,0,0,No-Show,7/9/2015
Resort Hotel,0,248,Sep-15,2015,September,37,7,3,7,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,40,NULL,0,Transient,83.5,0,1,Check-Out,7/9/2015
Resort Hotel,0,0,Sep-15,2015,September,37,8,0,2,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,C,1,No Deposit,NULL,NULL,0,Transient,131,0,0,Check-Out,10/9/2015
Resort Hotel,1,302,Sep-15,2015,September,37,8,0,3,2,0,0,BB,PRT,Direct,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,84.47,0,0,Canceled,22-01-2015
Resort Hotel,1,302,Sep-15,2015,September,37,8,0,3,2,0,0,BB,PRT,Direct,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,84.47,0,0,Canceled,22-01-2015
Resort Hotel,1,302,Sep-15,2015,September,37,8,0,3,2,0,0,BB,PRT,Direct,TA/TO,0,0,0,A,A,1,No Deposit,240,NULL,0,Transient,84.47,0,0,Canceled,22-01-2015
Resort Hotel,1,61,Sep-15,2015,September,37,8,0,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient,156,0,0,Canceled,27-07-2015
Resort Hotel,1,12,Sep-15,2015,September,37,8,0,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,242,NULL,0,Transient,98,0,1,Canceled,28-08-2015
Resort Hotel,1,47,Sep-15,2015,September,37,8,0,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,117.9,0,2,Canceled,10/8/2015
Resort Hotel,0,11,Sep-15,2015,September,37,8,0,4,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,250,NULL,0,Transient,98,0,1,Check-Out,12/9/2015
Resort Hotel,0,117,Sep-15,2015,September,37,8,2,5,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,D,C,0,No Deposit,156,NULL,0,Contract,101.53,0,0,Check-Out,15-09-2015
Resort Hotel,0,160,Sep-15,2015,September,37,8,2,5,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,D,C,0,No Deposit,40,NULL,0,Contract,97.54,0,0,Check-Out,15-09-2015
Resort Hotel,0,175,Sep-15,2015,September,37,8,2,5,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,143,NULL,0,Transient,91.5,0,0,Check-Out,15-09-2015
Resort Hotel,0,71,Sep-15,2015,September,37,8,2,6,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,113,0,0,Check-Out,16-09-2015
Resort Hotel,1,344,Sep-15,2015,September,37,8,4,10,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,171,NULL,0,Transient,58.95,0,0,Canceled,1/1/2015
Resort Hotel,0,12,Sep-15,2015,September,37,8,2,5,2,0,0,BB,PRT,Direct,Direct,0,0,0,F,G,0,No Deposit,250,NULL,0,Transient,133,1,0,Check-Out,15-09-2015
Resort Hotel,0,382,Sep-15,2015,September,37,8,4,10,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,40,NULL,0,Contract,76.5,0,0,Check-Out,22-09-2015
Resort Hotel,1,0,Sep-15,2015,September,37,9,0,1,1,0,0,BB,PRT,Direct,Direct,0,0,0,A,F,0,No Deposit,NULL,NULL,0,Transient,146,0,2,Canceled,9/9/2015
Resort Hotel,0,0,Sep-15,2015,September,37,9,0,1,2,0,0,BB,ESP,Direct,Direct,0,0,0,F,F,0,No Deposit,NULL,NULL,0,Transient,146,1,0,Check-Out,10/9/2015
Resort Hotel,0,28,Sep-15,2015,September,37,9,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,NULL,154,0,Transient,80,0,0,Check-Out,10/9/2015
Resort Hotel,0,58,Sep-15,2015,September,37,9,0,1,2,0,0,BB,CHE,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,251,NULL,0,Transient,68.5,0,0,Check-Out,10/9/2015
Resort Hotel,1,0,Sep-15,2015,September,37,9,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient,146,0,2,Canceled,9/9/2015
Resort Hotel,1,20,Sep-15,2015,September,37,9,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,142,NULL,0,Contract,124.8,0,0,Canceled,22-08-2015
Resort Hotel,0,48,Sep-15,2015,September,37,9,0,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240,NULL,0,Transient,131,0,2,Check-Out,11/9/2015
Resort Hotel,0,2,Sep-15,2015,September,37,9,0,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240,NULL,0,Transient,146,1,0,Check-Out,12/9/2015
Resort Hotel,0,0,Sep-15,2015,September,37,9,0,1,1,0,0,BB,PRT,Corporate,Direct,0,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient,134,0,0,Check-Out,10/9/2015
Resort Hotel,0,137,Sep-15,2015,September,37,9,0,3,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,241,NULL,0,Transient,86.69,1,2,Check-Out,12/9/2015
Resort Hotel,1,1,Sep-15,2015,September,37,9,1,4,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient,124.4,0,0,Canceled,9/9/2015
Resort Hotel,0,130,Sep-15,2015,September,37,9,2,4,1,0,0,BB,LVA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240,NULL,0,Transient,65.7,0,2,Check-Out,15-09-2015
Resort Hotel,0,130,Sep-15,2015,September,37,9,2,4,1,0,0,BB,LVA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240,NULL,0,Transient,77.7,1,2,Check-Out,15-09-2015
Resort Hotel,0,118,Sep-15,2015,September,37,9,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,115,NULL,0,Contract,59,0,1,Check-Out,16-09-2015
Resort Hotel,0,146,Sep-15,2015,September,37,9,2,5,2,0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,275,NULL,0,Transient,76.5,0,0,Check-Out,16-09-2015
Resort Hotel,1,159,Sep-15,2015,September,37,9,2,7,2,0,1,BB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240,NULL,0,Transient-Party,82,0,2,Canceled,29-04-2015
Resort Hotel,1,78,Sep-15,2015,September,37,9,2,7,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,242,NULL,0,Transient,92.67,0,1,Canceled,23-07-2015
Resort Hotel,1,159,Sep-15,2015,September,37,9,2,7,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient-Party,82,0,1,Canceled,29-04-2015
Resort Hotel,0,49,Sep-15,2015,September,37,9,1,4,1,0,0,BB,RUS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,115.4,0,2,Check-Out,14-09-2015
Resort Hotel,0,1,Sep-15,2015,September,37,9,1,4,2,0,0,HB,GBR,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240,NULL,0,Transient,158.4,0,0,Check-Out,14-09-2015
Resort Hotel,0,31,Sep-15,2015,September,37,10,0,3,2,0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,240,NULL,0,Transient,108,0,1,Check-Out,13-09-2015
Resort Hotel,1,114,Sep-15,2015,September,37,10,1,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,241,NULL,0,Transient,87.05,0,1,Canceled,22-05-2015
Resort Hotel,0,170,Sep-15,2015,September,37,10,1,3,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,E,0,No Deposit,26,NULL,0,Contract,70.98,0,0,Check-Out,14-09-2015
Resort Hotel,1,27,Sep-15,2015,September,37,10,1,3,2,0,0,BB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,NULL,NULL,0,Transient,119.7,0,1,Canceled,14-08-2015
Resort Hotel,0,166,Sep-15,2015,September,37,10,1,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,73.8,0,2,Check-Out,14-09-2015
Resort Hotel,1,114,Sep-15,2015,September,37,10,1,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,241,NULL,0,Transient,87.05,0,1,Canceled,22-05-2015
Resort Hotel,1,114,Sep-15,2015,September,37,10,1,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,241,NULL,0,Transient,87.05,0,0,Canceled,21-05-2015
Resort Hotel,0,108,Sep-15,2015,September,37,10,2,3,2,0,0,BB,RUS,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240,NULL,0,Transient,82.44,0,1,Check-Out,15-09-2015
Resort Hotel,0,82,Sep-15,2015,September,37,10,2,3,2,0,0,HB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient,153,0,1,Check-Out,15-09-2015
Resort Hotel,0,113,Sep-15,2015,September,37,10,2,5,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,147,NULL,0,Transient,57.54,0,0,Check-Out,17-09-2015
Resort Hotel,1,94,Sep-15,2015,September,37,10,2,5,2,0,0,BB,PRT,Direct,Direct,0,0,0,F,F,0,No Deposit,250,NULL,0,Transient,120.43,0,0,Canceled,11/6/2015
Resort Hotel,0,0,Sep-15,2015,September,37,10,0,1,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,240,NULL,0,Transient,131,1,2,Check-Out,11/9/2015
Resort Hotel,0,3,Sep-15,2015,September,37,10,0,1,1,0,0,BB,PRT,Complementary,Direct,0,0,0,C,H,0,No Deposit,NULL,NULL,0,Transient,0,0,0,Check-Out,11/9/2015
Resort Hotel,0,12,Sep-15,2015,September,37,10,0,2,3,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,241,NULL,0,Transient,75.46,0,1,Check-Out,12/9/2015
Resort Hotel,1,132,Sep-15,2015,September,37,10,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Group,82,0,2,Canceled,11/5/2015
Resort Hotel,0,12,Sep-15,2015,September,37,10,0,2,2,0,1,BB,PRI,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241,NULL,0,Transient,75.46,0,2,Check-Out,12/9/2015
Resort Hotel,1,56,Sep-15,2015,September,37,10,0,3,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240,NULL,0,Transient,208,0,2,Canceled,12/8/2015
